Biosample ID	Sample name	Sex	Population name	Superpopulation code	Superpopulation name
SAME1840270	HG03850	male	Tamil	SAS	South Asian Ancestry
SAME1840281	HG04239	male	Telugu	SAS	South Asian Ancestry
SAME1840368	HG03944	female	Tamil	SAS	South Asian Ancestry
SAME1839102	HG04056	male	Telugu	SAS	South Asian Ancestry
SAME1840132	HG03949	female	Tamil	SAS	South Asian Ancestry
SAME1839155	HG04063	female	Telugu	SAS	South Asian Ancestry
SAME1840239	HG03951	female	Tamil	SAS	South Asian Ancestry
SAME1840411	HG04070	female	Telugu	SAS	South Asian Ancestry
SAME1840055	HG03963	male	Telugu	SAS	South Asian Ancestry
SAME1840359	HG04075	female	Tamil	SAS	South Asian Ancestry
SAME1840077	HG03968	female	Telugu	SAS	South Asian Ancestry
SAME1839953	HG04094	male	Telugu	SAS	South Asian Ancestry
SAME1840065	HG04099	female	Tamil	SAS	South Asian Ancestry
SAME1839630	HG04029	female	Tamil	SAS	South Asian Ancestry
SAME1839660	HG04107	male	Tamil	SAS	South Asian Ancestry
SAME1839395	HG03995	female	Tamil	SAS	South Asian Ancestry
SAME1839961	HG03874	female	Telugu	SAS	South Asian Ancestry
SAME1839752	HG04001	female	Telugu	SAS	South Asian Ancestry
SAME1839787	HG04006	male	Tamil	SAS	South Asian Ancestry
SAME1840021	HG03886	female	Tamil	SAS	South Asian Ancestry
SAME1839565	HG04018	female	Telugu	SAS	South Asian Ancestry
SAME1839806	HG03898	female	Tamil	SAS	South Asian Ancestry
SAME1839685	HG04020	male	Telugu	SAS	South Asian Ancestry
SAME1840300	HG04152	male	Bengali	SAS	South Asian Ancestry
SAME1839216	HG03913	female	Bengali	SAS	South Asian Ancestry
SAME1840102	HG04164	male	Bengali	SAS	South Asian Ancestry
SAME1839093	HG03920	male	Bengali	SAS	South Asian Ancestry
SAME1839968	HG04171	female	Bengali	SAS	South Asian Ancestry
SAME1839025	HG03925	female	Bengali	SAS	South Asian Ancestry
SAME1839823	HG04195	female	Bengali	SAS	South Asian Ancestry
SAME1839416	HG03999	male	Tamil	SAS	South Asian Ancestry
SAME1839851	HG04017	male	Telugu	SAS	South Asian Ancestry
SAME1839225	HG04210	male	Tamil	SAS	South Asian Ancestry
SAME1840330	HG03937	female	Bengali	SAS	South Asian Ancestry
SAME1839986	HG04176	male	Bengali	SAS	South Asian Ancestry
SAME1840158	HG03862	female	Telugu	SAS	South Asian Ancestry
SAME1840044	HG04183	female	Bengali	SAS	South Asian Ancestry
SAME1840095	HG03867	male	Telugu	SAS	South Asian Ancestry
SAME1839771	HG04188	male	Bengali	SAS	South Asian Ancestry
SAME1839173	HG04140	male	Bengali	SAS	South Asian Ancestry
SAME124931	NA06994	male	CEPH	EUR	European Ancestry
SAME1839614	HG04025	female	Telugu	SAS	South Asian Ancestry
SAME124963	NA07000	female	CEPH	EUR	European Ancestry
SAME1839500	HG04037	female	Tamil	SAS	South Asian Ancestry
SAME125338	NA07029	male	CEPH	EUR	European Ancestry
SAME125077	NA12827	male	CEPH	EUR	European Ancestry
SAME122860	NA07031	female	CEPH	EUR	European Ancestry
SAME123190	NA12865	female	CEPH	EUR	European Ancestry
SAME124188	NA07048	male	CEPH	EUR	European Ancestry
SAME123387	NA12872	male	CEPH	EUR	European Ancestry
SAME124767	NA07055	female	CEPH	EUR	European Ancestry
SAME123391	NA12877	male	CEPH	EUR	European Ancestry
SAME123571	NA07346	female	CEPH	EUR	European Ancestry
SAME123951	NA12889	male	CEPH	EUR	European Ancestry
SAME124342	NA07435	male	CEPH	EUR	European Ancestry
SAME124117	NA12891	male	CEPH	EUR	European Ancestry
SAME124546	NA10837	male	CEPH	EUR	European Ancestry
SAME124103	NA18488	female	Yoruba	AFR	African Ancestry
SAME1839818	HG04194	male	Bengali	SAS	South Asian Ancestry
SAME123044	NA11893	male	CEPH	EUR	European Ancestry
SAME123135	NA11918	female	CEPH	EUR	European Ancestry
SAME1839519	HG04202	female	Telugu	SAS	South Asian Ancestry
SAME124901	NA11920	female	CEPH	EUR	European Ancestry
SAME1839936	HG04093	male	Telugu	SAS	South Asian Ancestry
SAME125097	NA11932	male	CEPH	EUR	European Ancestry
SAME1840059	HG04098	male	Telugu	SAS	South Asian Ancestry
SAME123967	NA11994	male	CEPH	EUR	European Ancestry
SAME1839559	HG04106	female	Tamil	SAS	South Asian Ancestry
SAME125143	NA12005	male	CEPH	EUR	European Ancestry
SAME1839379	HG04118	female	Telugu	SAS	South Asian Ancestry
SAME123214	NA12043	male	CEPH	EUR	European Ancestry
SAME124156	NA12144	male	CEPH	EUR	European Ancestry
SAME1839147	HG04062	female	Telugu	SAS	South Asian Ancestry
SAME125332	NA10857	male	CEPH	EUR	European Ancestry
SAME125129	NA10864	female	CEPH	EUR	European Ancestry
SAME124761	NA11829	male	CEPH	EUR	European Ancestry
SAME1840036	HG04182	male	Bengali	SAS	South Asian Ancestry
SAME124552	NA11831	male	CEPH	EUR	European Ancestry
SAME125140	NA11843	male	CEPH	EUR	European Ancestry
SAME123209	NA11881	male	CEPH	EUR	European Ancestry
SAME1839189	HG04144	female	Bengali	SAS	South Asian Ancestry
SAME124952	NA12156	female	CEPH	EUR	European Ancestry
SAME123087	NA12264	male	CEPH	EUR	European Ancestry
SAME124639	NA12283	female	CEPH	EUR	European Ancestry
SAME1840389	HG04156	female	Bengali	SAS	South Asian Ancestry
SAME125158	NA12341	female	CEPH	EUR	European Ancestry
SAME1839328	HG04214	female	Telugu	SAS	South Asian Ancestry
SAME124378	NA07051	male	CEPH	EUR	European Ancestry
SAME1839359	HG04219	male	Telugu	SAS	South Asian Ancestry
SAME124375	NA07056	female	CEPH	EUR	European Ancestry
SAME1840274	HG04238	male	Telugu	SAS	South Asian Ancestry
SAME123572	NA07347	male	CEPH	EUR	European Ancestry
SAME124955	NA12155	male	CEPH	EUR	European Ancestry
SAME123518	NA12752	male	CEPH	EUR	European Ancestry
SAME125371	NA12249	female	CEPH	EUR	European Ancestry
SAME124256	NA12776	female	CEPH	EUR	European Ancestry
SAME125263	NA12275	female	CEPH	EUR	European Ancestry
SAME123022	NA12815	female	CEPH	EUR	European Ancestry
SAME124640	NA12282	male	CEPH	EUR	European Ancestry
SAME124550	NA10838	male	CEPH	EUR	European Ancestry
SAME124641	NA12287	female	CEPH	EUR	European Ancestry
SAME124756	NA10840	female	CEPH	EUR	European Ancestry
SAME125157	NA12340	male	CEPH	EUR	European Ancestry
SAME124759	NA10845	male	CEPH	EUR	European Ancestry
SAME123515	NA12751	female	CEPH	EUR	European Ancestry
SAME125320	NA10852	female	CEPH	EUR	European Ancestry
SAME123872	NA12763	female	CEPH	EUR	European Ancestry
SAME123994	NA06995	male	CEPH	EUR	European Ancestry
SAME124257	NA12775	male	CEPH	EUR	European Ancestry
SAME122862	NA07037	female	CEPH	EUR	European Ancestry
SAME122828	NA12802	female	CEPH	EUR	European Ancestry
SAME125360	NA12485	male	CEPH	EUR	European Ancestry
SAME123021	NA12814	male	CEPH	EUR	European Ancestry
SAME124080	NA12707	male	CEPH	EUR	European Ancestry
SAME123275	NA12376	female	CEPH	EUR	European Ancestry
SAME124822	NA12740	female	CEPH	EUR	European Ancestry
SAME124384	NA12383	female	CEPH	EUR	European Ancestry
SAME124669	NA18522	male	Yoruba	AFR	African Ancestry
SAME125358	NA12489	female	CEPH	EUR	European Ancestry
SAME124674	NA18527	female	Han Chinese	EAS	East Asian Ancestry
SAME124454	NA12718	female	CEPH	EUR	European Ancestry
SAME124488	NA18534	male	Han Chinese	EAS	East Asian Ancestry
SAME124828	NA12749	female	CEPH	EUR	European Ancestry
SAME124475	NA18539	female	Han Chinese	EAS	East Asian Ancestry
SAME124059	NA18499	female	Yoruba	AFR	African Ancestry
SAME124270	NA18541	female	Han Chinese	EAS	East Asian Ancestry
SAME125055	NA18502	female	Yoruba	AFR	African Ancestry
SAME125056	NA18503	male	Yoruba	AFR	African Ancestry
SAME125060	NA18507	male	Yoruba	AFR	African Ancestry
SAME124318	NA18508	female	Yoruba	AFR	African Ancestry
SAME124888	NA18519	male	Yoruba	AFR	African Ancestry
SAME124886	NA18510	male	Yoruba	AFR	African Ancestry
SAME123566	NA18521	male	Yoruba	AFR	African Ancestry
SAME124881	NA18515	male	Yoruba	AFR	African Ancestry
SAME123191	NA12864	male	CEPH	EUR	European Ancestry
SAME123739	NA18572	male	Han Chinese	EAS	East Asian Ancestry
SAME124116	NA12890	female	CEPH	EUR	European Ancestry
SAME123734	NA18577	female	Han Chinese	EAS	East Asian Ancestry
SAME124098	NA18487	male	Yoruba	AFR	African Ancestry
SAME123719	NA18591	female	Han Chinese	EAS	East Asian Ancestry
SAME122838	NA11917	male	CEPH	EUR	European Ancestry
SAME123718	NA18596	female	Han Chinese	EAS	East Asian Ancestry
SAME125096	NA11931	female	CEPH	EUR	European Ancestry
SAME124867	NA18609	male	Han Chinese	EAS	East Asian Ancestry
SAME123965	NA11993	female	CEPH	EUR	European Ancestry
SAME124907	NA18863	male	Yoruba	AFR	African Ancestry
SAME125144	NA12004	female	CEPH	EUR	European Ancestry
SAME124910	NA18868	male	Yoruba	AFR	African Ancestry
SAME124935	NA10856	male	CEPH	EUR	European Ancestry
SAME125101	NA18870	female	Yoruba	AFR	African Ancestry
SAME125132	NA10863	female	CEPH	EUR	European Ancestry
SAME123545	NA18875	female	Yoruba	AFR	African Ancestry
SAME124553	NA11830	female	CEPH	EUR	European Ancestry
SAME124263	NA18546	male	Han Chinese	EAS	East Asian Ancestry
SAME123045	NA11892	female	CEPH	EUR	European Ancestry
SAME124088	NA18553	female	Han Chinese	EAS	East Asian Ancestry
SAME124673	NA18526	female	Han Chinese	EAS	East Asian Ancestry
SAME124094	NA18558	male	Han Chinese	EAS	East Asian Ancestry
SAME124481	NA18533	female	Han Chinese	EAS	East Asian Ancestry
SAME123925	NA18560	female	Han Chinese	EAS	East Asian Ancestry
SAME123774	NA18538	female	Han Chinese	EAS	East Asian Ancestry
SAME123922	NA18565	female	Han Chinese	EAS	East Asian Ancestry
SAME125317	NA10851	male	CEPH	EUR	European Ancestry
SAME123563	NA18907	female	Yoruba	AFR	African Ancestry
SAME123740	NA18571	female	Han Chinese	EAS	East Asian Ancestry
SAME123406	NA18914	male	Yoruba	AFR	African Ancestry
SAME123735	NA18576	female	Han Chinese	EAS	East Asian Ancestry
SAME123037	NA18933	female	Yoruba	AFR	African Ancestry
SAME123228	NA18595	female	Han Chinese	EAS	East Asian Ancestry
SAME123225	NA18611	male	Han Chinese	EAS	East Asian Ancestry
SAME124875	NA18603	male	Han Chinese	EAS	East Asian Ancestry
SAME125032	NA18616	female	Han Chinese	EAS	East Asian Ancestry
SAME124779	NA18608	male	Han Chinese	EAS	East Asian Ancestry
SAME124507	NA18623	male	Han Chinese	EAS	East Asian Ancestry
SAME124266	NA18545	female	Han Chinese	EAS	East Asian Ancestry
SAME124502	NA18628	female	Han Chinese	EAS	East Asian Ancestry
SAME124089	NA18552	female	Han Chinese	EAS	East Asian Ancestry
SAME122977	NA18647	male	Han Chinese	EAS	East Asian Ancestry
SAME124092	NA18557	male	Han Chinese	EAS	East Asian Ancestry
SAME123909	NA18748	male	Han Chinese	EAS	East Asian Ancestry
SAME123921	NA18564	female	Han Chinese	EAS	East Asian Ancestry
SAME124736	NA18856	male	Yoruba	AFR	African Ancestry
SAME125108	NA18879	male	Yoruba	AFR	African Ancestry
SAME124895	NA18630	female	Han Chinese	EAS	East Asian Ancestry
SAME125308	NA18881	female	Yoruba	AFR	African Ancestry
SAME123661	NA18635	male	Han Chinese	EAS	East Asian Ancestry
SAME123562	NA18906	female	Yoruba	AFR	African Ancestry
SAME122982	NA18642	female	Han Chinese	EAS	East Asian Ancestry
SAME123403	NA18913	male	Yoruba	AFR	African Ancestry
SAME123367	NA19087	female	Japanese	EAS	East Asian Ancestry
SAME123203	NA18925	male	Yoruba	AFR	African Ancestry
SAME123171	NA19094	female	Yoruba	AFR	African Ancestry
SAME123222	NA18610	female	Han Chinese	EAS	East Asian Ancestry
SAME125240	NA19099	female	Yoruba	AFR	African Ancestry
SAME123653	NA18615	female	Han Chinese	EAS	East Asian Ancestry
SAME125112	NA19102	female	Yoruba	AFR	African Ancestry
SAME125260	NA18622	male	Han Chinese	EAS	East Asian Ancestry
SAME125244	NA19044	male	Luhya,Luhya	AFR	African Ancestry,Africa (SGDP)
SAME124106	NA18627	female	Han Chinese	EAS	East Asian Ancestry
SAME125026	NA19056	male	Japanese	EAS	East Asian Ancestry
SAME125118	NA18862	male	Yoruba	AFR	African Ancestry
SAME123006	NA19063	male	Japanese	EAS	East Asian Ancestry
SAME124904	NA18867	female	Yoruba	AFR	African Ancestry
SAME124310	NA18940	male	Japanese,Japanese	EAS	East Asia (SGDP),East Asian Ancestry
SAME125105	NA18874	male	Yoruba	AFR	African Ancestry
SAME124315	NA18945	male	Japanese	EAS	East Asian Ancestry
SAME124697	NA18634	female	Han Chinese	EAS	East Asian Ancestry
SAME124114	NA18952	male	Japanese	EAS	East Asian Ancestry
SAME124694	NA18639	male	Han Chinese	EAS	East Asian Ancestry
SAME125074	NA18983	male	Japanese	EAS	East Asian Ancestry
SAME122979	NA18641	female	Han Chinese	EAS	East Asian Ancestry
SAME125078	NA18988	male	Japanese	EAS	East Asian Ancestry
SAME122978	NA18646	female	Han Chinese	EAS	East Asian Ancestry
SAME124893	NA18990	male	Japanese	EAS	East Asian Ancestry
SAME123916	NA18747	male	Han Chinese	EAS	East Asian Ancestry
SAME124896	NA18995	male	Japanese	EAS	East Asian Ancestry
SAME124735	NA18855	female	Yoruba	AFR	African Ancestry
SAME123012	NA19068	male	Japanese	EAS	East Asian Ancestry
SAME124314	NA18944	male	Japanese	EAS	East Asian Ancestry
SAME122820	NA19070	male	Japanese	EAS	East Asian Ancestry
SAME124317	NA18949	female	Japanese	EAS	East Asian Ancestry
SAME122816	NA19075	male	Japanese	EAS	East Asian Ancestry
SAME124111	NA18951	female	Japanese	EAS	East Asian Ancestry
SAME123370	NA19082	male	Japanese	EAS	East Asian Ancestry
SAME124110	NA18956	female	Japanese	EAS	East Asian Ancestry
SAME123954	NA18969	female	Japanese	EAS	East Asian Ancestry
SAME123959	NA18963	female	Japanese	EAS	East Asian Ancestry
SAME123763	NA18971	male	Japanese	EAS	East Asian Ancestry
SAME123953	NA18968	female	Japanese	EAS	East Asian Ancestry
SAME123766	NA18976	female	Japanese	EAS	East Asian Ancestry
SAME123366	NA19086	male	Japanese	EAS	East Asian Ancestry
SAME124855	NA19020	male	Luhya	AFR	African Ancestry
SAME123172	NA19093	female	Yoruba	AFR	African Ancestry
SAME124852	NA19025	male	Luhya	AFR	African Ancestry
SAME123633	NA19098	male	Yoruba	AFR	African Ancestry
SAME124665	NA19037	female	Luhya	AFR	African Ancestry
SAME123955	NA19101	male	Yoruba	AFR	African Ancestry
SAME124478	NA19001	female	Japanese	EAS	East Asian Ancestry
SAME125235	NA19137	female	Yoruba	AFR	African Ancestry
SAME125119	NA19006	male	Japanese	EAS	East Asian Ancestry
SAME123373	NA19144	male	Yoruba	AFR	African Ancestry
SAME124109	NA18957	female	Japanese	EAS	East Asian Ancestry
SAME124605	NA19149	female	Yoruba	AFR	African Ancestry
SAME123960	NA18964	female	Japanese	EAS	East Asian Ancestry
SAME124839	NA19151	female	Yoruba	AFR	African Ancestry
SAME122988	NA19203	male	Yoruba	AFR	African Ancestry
SAME123838	NA19113	male	Yoruba	AFR	African Ancestry
SAME122993	NA19208	male	Yoruba	AFR	African Ancestry
SAME122943	NA19118	female	Yoruba	AFR	African Ancestry
SAME125383	NA19210	male	Yoruba	AFR	African Ancestry
SAME125016	NA19120	male	Yoruba	AFR	African Ancestry
SAME125385	NA19215	female	Yoruba	AFR	African Ancestry
SAME125231	NA19132	female	Yoruba	AFR	African Ancestry
SAME124147	NA19222	female	Yoruba	AFR	African Ancestry
SAME124890	NA18999	female	Japanese	EAS	East Asian Ancestry
SAME125081	NA19239	male	Yoruba	AFR	African Ancestry
SAME124477	NA19000	male	Japanese	EAS	East Asian Ancestry
SAME123393	NA19107	male	Yoruba	AFR	African Ancestry
SAME124474	NA19005	male	Japanese	EAS	East Asian Ancestry
SAME122953	NA19114	female	Yoruba	AFR	African Ancestry
SAME124260	NA19012	male	Japanese	EAS	East Asian Ancestry
SAME122944	NA19119	male	Yoruba	AFR	African Ancestry
SAME124259	NA19017	female	Luhya	AFR	African Ancestry
SAME125015	NA19121	male	Yoruba	AFR	African Ancestry
SAME123835	NA19067	male	Japanese	EAS	East Asian Ancestry
SAME125236	NA19138	male	Yoruba	AFR	African Ancestry
SAME122817	NA19074	female	Japanese	EAS	East Asian Ancestry
SAME124608	NA19140	female	Yoruba	AFR	African Ancestry
SAME122823	NA19079	male	Japanese	EAS	East Asian Ancestry
SAME123372	NA19145	male	Yoruba	AFR	African Ancestry
SAME123369	NA19081	female	Japanese	EAS	East Asian Ancestry
SAME123017	NA19152	female	Yoruba	AFR	African Ancestry
SAME125243	NA19043	male	Luhya	AFR	African Ancestry
SAME124419	NA19171	male	Yoruba	AFR	African Ancestry
SAME125027	NA19055	male	Japanese	EAS	East Asian Ancestry
SAME124416	NA19176	female	Yoruba	AFR	African Ancestry
SAME123005	NA19062	male	Japanese	EAS	East Asian Ancestry
SAME124041	NA19190	female	Yoruba	AFR	African Ancestry
SAME123764	NA18970	male	Japanese	EAS	East Asian Ancestry
SAME125310	NA19195	male	Yoruba	AFR	African Ancestry
SAME123767	NA18975	female	Japanese	EAS	East Asian Ancestry
SAME124037	NA19429	male	Luhya	AFR	African Ancestry
SAME125073	NA18982	male	Japanese	EAS	East Asian Ancestry
SAME123853	NA19431	female	Luhya	AFR	African Ancestry
SAME124851	NA19024	female	Luhya	AFR	African Ancestry
SAME123852	NA19436	female	Luhya	AFR	African Ancestry
SAME123543	NA19031	male	Luhya	AFR	African Ancestry
SAME122954	NA19443	male	Luhya	AFR	African Ancestry
SAME124666	NA19036	female	Luhya	AFR	African Ancestry
SAME123311	NA19316	female	Luhya	AFR	African Ancestry
SAME125070	NA18987	female	Japanese	EAS	East Asian Ancestry
SAME123471	NA19323	female	Luhya	AFR	African Ancestry
SAME124897	NA18994	male	Japanese	EAS	East Asian Ancestry
SAME123463	NA19328	female	Luhya	AFR	African Ancestry
SAME122984	NA19207	male	Yoruba	AFR	African Ancestry
SAME124340	NA19347	male	Luhya	AFR	African Ancestry
SAME125386	NA19214	female	Yoruba	AFR	African Ancestry
SAME125093	NA19359	male	Luhya	AFR	African Ancestry
SAME125221	NA19221	female	Yoruba	AFR	African Ancestry
SAME124706	NA19373	male	Luhya	AFR	African Ancestry
SAME125219	NA19226	male	Yoruba	AFR	African Ancestry
SAME125091	NA19378	female	Luhya	AFR	African Ancestry
SAME124999	NA19238	female	Yoruba	AFR	African Ancestry
SAME124276	NA19380	male	Luhya	AFR	African Ancestry
SAME123688	NA19240	female	Yoruba	AFR	African Ancestry
SAME125045	NA19258	male	Yoruba	AFR	African Ancestry
SAME123294	NA19466	male	Luhya	AFR	African Ancestry
SAME124984	NA19309	male	Luhya	AFR	African Ancestry
SAME123119	NA19473	female	Luhya	AFR	African Ancestry
SAME123452	NA19311	male	Luhya	AFR	African Ancestry
SAME123655	NA19625	female	African Ancestry SW	AFR	African Ancestry
SAME124271	NA19385	male	Luhya	AFR	African Ancestry
SAME123442	NA19649	male	Mexican Ancestry	AMR	American Ancestry
SAME124492	NA19397	male	Luhya	AFR	African Ancestry
SAME123123	NA19651	female	Mexican Ancestry	AMR	American Ancestry
SAME123330	NA19796	male	Mexican Ancestry	AMR	American Ancestry
SAME123500	NA19252	male	Yoruba	AFR	African Ancestry
SAME125246	NA19828	male	African Ancestry SW	AFR	African Ancestry
SAME123495	NA19257	female	Yoruba	AFR	African Ancestry
SAME125029	NA19835	female	African Ancestry SW	AFR	African Ancestry
SAME124985	NA19308	male	Luhya	AFR	African Ancestry
SAME125050	NA19900	male	African Ancestry SW	AFR	African Ancestry
SAME123449	NA19310	female	Luhya	AFR	African Ancestry
SAME123310	NA19315	female	Luhya	AFR	African Ancestry
SAME125272	NA19917	female	African Ancestry SW	AFR	African Ancestry
SAME124272	NA19384	male	Luhya	AFR	African Ancestry
SAME123129	NA19657	female	Mexican Ancestry	AMR	American Ancestry
SAME124494	NA19391	female	Luhya	AFR	African Ancestry
SAME122955	NA19664	male	Mexican Ancestry	AMR	American Ancestry
SAME124491	NA19396	female	Luhya	AFR	African Ancestry
SAME123903	NA19669	female	Mexican Ancestry	AMR	American Ancestry
SAME123637	NA19404	female	Luhya	AFR	African Ancestry
SAME122794	NA19671	female	Mexican Ancestry	AMR	American Ancestry
SAME124036	NA19428	male	Luhya	AFR	African Ancestry
SAME122790	NA19676	male	Mexican Ancestry	AMR	American Ancestry
SAME124887	NA19175	male	Yoruba	AFR	African Ancestry
SAME124718	NA19741	male	Mexican Ancestry	AMR	American Ancestry
SAME124050	NA19199	female	Yoruba	AFR	African Ancestry
SAME123502	NA19746	female	Mexican Ancestry	AMR	American Ancestry
SAME122987	NA19202	female	Yoruba	AFR	African Ancestry
SAME123701	NA19753	male	Mexican Ancestry	AMR	American Ancestry
SAME123473	NA19327	female	Luhya	AFR	African Ancestry
SAME123706	NA19758	female	Mexican Ancestry	AMR	American Ancestry
SAME123722	NA19334	male	Luhya	AFR	African Ancestry
SAME123895	NA19760	female	Mexican Ancestry	AMR	American Ancestry
SAME124341	NA19346	male	Luhya	AFR	African Ancestry
SAME124066	NA19772	male	Mexican Ancestry	AMR	American Ancestry
SAME123854	NA19430	male	Luhya	AFR	African Ancestry
SAME124063	NA19777	male	Mexican Ancestry	AMR	American Ancestry
SAME123849	NA19435	female	Luhya	AFR	African Ancestry
SAME123151	NA19784	male	Mexican Ancestry	AMR	American Ancestry
SAME124915	NA19360	male	Luhya	AFR	African Ancestry
SAME123152	NA19789	male	Mexican Ancestry	AMR	American Ancestry
SAME125100	NA19372	male	Luhya	AFR	African Ancestry
SAME123295	NA19467	female	Luhya	AFR	African Ancestry
SAME124470	NA19377	female	Luhya	AFR	African Ancestry
SAME123122	NA19474	female	Luhya	AFR	African Ancestry
SAME125412	NA19454	male	Luhya	AFR	African Ancestry
SAME124978	NA19652	male	Mexican Ancestry	AMR	American Ancestry
SAME123298	NA19461	male	Luhya	AFR	African Ancestry
SAME122936	NA19683	female	Mexican Ancestry	AMR	American Ancestry
SAME124069	NA19771	male	Mexican Ancestry	AMR	American Ancestry
SAME124230	NA19703	male	African Ancestry SW	AFR	African Ancestry
SAME124062	NA19776	female	Mexican Ancestry	AMR	American Ancestry
SAME124229	NA19708	female	African Ancestry SW	AFR	African Ancestry
SAME123144	NA19783	male	Mexican Ancestry	AMR	American Ancestry
SAME124696	NA19722	female	Mexican Ancestry	AMR	American Ancestry
SAME123153	NA19788	female	Mexican Ancestry	AMR	American Ancestry
SAME123639	NA19727	male	Mexican Ancestry	AMR	American Ancestry
SAME123326	NA19790	female	Mexican Ancestry	AMR	American Ancestry
SAME124873	NA19734	female	Mexican Ancestry	AMR	American Ancestry
SAME123329	NA19795	male	Mexican Ancestry	AMR	American Ancestry
SAME124714	NA19924	female	African Ancestry SW	AFR	African Ancestry
SAME124445	NA19719	female	Mexican Ancestry	AMR	American Ancestry
SAME122887	NA20128	female	African Ancestry SW	AFR	African Ancestry
SAME125311	NA19721	female	Mexican Ancestry	AMR	American Ancestry
SAME123615	NA20274	female	African Ancestry SW	AFR	African Ancestry
SAME124692	NA19726	male	Mexican Ancestry	AMR	American Ancestry
SAME122945	NA19448	male	Luhya	AFR	African Ancestry
SAME124868	NA19733	female	Mexican Ancestry	AMR	American Ancestry
SAME125411	NA19455	male	Luhya	AFR	African Ancestry
SAME123482	NA19738	male	Mexican Ancestry	AMR	American Ancestry
SAME123296	NA19462	female	Luhya	AFR	African Ancestry
SAME122935	NA19682	male	Mexican Ancestry	AMR	American Ancestry
SAME124596	NA20351	male	African Ancestry SW	AFR	African Ancestry
SAME124231	NA19702	male	African Ancestry SW	AFR	African Ancestry
SAME124598	NA20356	male	African Ancestry SW	AFR	African Ancestry
SAME124234	NA19707	female	African Ancestry SW	AFR	African Ancestry
SAME124787	NA20363	female	African Ancestry SW	AFR	African Ancestry
SAME124449	NA19714	female	African Ancestry SW	AFR	African Ancestry
SAME123988	NA20414	female	African Ancestry SW	AFR	African Ancestry
SAME123130	NA19656	female	Mexican Ancestry	AMR	American Ancestry
SAME124357	NA20503	female	Toscani	EUR	European Ancestry
SAME122961	NA19663	female	Mexican Ancestry	AMR	American Ancestry
SAME124382	NA20298	male	African Ancestry SW	AFR	African Ancestry
SAME122795	NA19670	male	Mexican Ancestry	AMR	American Ancestry
SAME123602	NA20301	female	African Ancestry SW	AFR	African Ancestry
SAME122791	NA19675	female	Mexican Ancestry	AMR	American Ancestry
SAME123811	NA20313	female	African Ancestry SW	AFR	African Ancestry
SAME124719	NA19740	female	Mexican Ancestry	AMR	American Ancestry
SAME123802	NA20318	male	African Ancestry SW	AFR	African Ancestry
SAME123700	NA19752	female	Mexican Ancestry	AMR	American Ancestry
SAME123997	NA20320	female	African Ancestry SW	AFR	African Ancestry
SAME123697	NA19757	male	Mexican Ancestry	AMR	American Ancestry
SAME124198	NA20332	female	African Ancestry SW	AFR	African Ancestry
SAME123898	NA19764	female	Mexican Ancestry	AMR	American Ancestry
SAME124355	NA20508	female	Toscani	EUR	European Ancestry
SAME125030	NA19834	male	African Ancestry SW	AFR	African Ancestry
SAME124562	NA20510	male	Toscani	EUR	European Ancestry
SAME125047	NA19904	male	African Ancestry SW	AFR	African Ancestry
SAME124559	NA20515	male	Toscani	EUR	European Ancestry
SAME125052	NA19909	female	African Ancestry SW	AFR	African Ancestry
SAME124017	NA20522	female	Toscani	EUR	European Ancestry
SAME125271	NA19916	male	African Ancestry SW	AFR	African Ancestry
SAME124013	NA20527	male	Toscani	EUR	European Ancestry
SAME124710	NA19923	female	African Ancestry SW	AFR	African Ancestry
SAME124165	NA20534	male	Toscani	EUR	European Ancestry
SAME123900	NA19985	female	African Ancestry SW	AFR	African Ancestry
SAME124744	NA20762	male	Toscani	EUR	European Ancestry
SAME122884	NA20127	female	African Ancestry SW	AFR	African Ancestry
SAME124369	NA20767	male	Toscani	EUR	European Ancestry
SAME124379	NA20297	male	African Ancestry SW	AFR	African Ancestry
SAME124572	NA20774	female	Toscani	EUR	European Ancestry
SAME123603	NA20300	female	African Ancestry SW	AFR	African Ancestry
SAME123610	NA20786	female	Toscani	EUR	European Ancestry
SAME123810	NA20312	female	African Ancestry SW	AFR	African Ancestry
SAME123821	NA20798	male	Toscani	EUR	European Ancestry
SAME123943	NA20317	female	African Ancestry SW	AFR	African Ancestry
SAME125365	NA20801	male	Toscani	EUR	European Ancestry
SAME123617	NA20278	male	African Ancestry SW	AFR	African Ancestry
SAME125362	NA20806	male	Toscani	EUR	European Ancestry
SAME124582	NA20285	male	African Ancestry SW	AFR	African Ancestry
SAME125189	NA20813	female	Toscani	EUR	European Ancestry
SAME124376	NA20292	female	African Ancestry SW	AFR	African Ancestry
SAME125184	NA20818	female	Toscani	EUR	European Ancestry
SAME124370	NA20766	female	Toscani	EUR	European Ancestry
SAME124164	NA20539	male	Toscani	EUR	European Ancestry
SAME124575	NA20773	female	Toscani	EUR	European Ancestry
SAME125147	NA20541	female	Toscani	EUR	European Ancestry
SAME124571	NA20778	male	Toscani	EUR	European Ancestry
SAME122865	NA20589	female	Toscani	EUR	European Ancestry
SAME123611	NA20785	male	Toscani	EUR	European Ancestry
SAME124174	NA20755	male	Toscani	EUR	European Ancestry
SAME123817	NA20792	male	Toscani	EUR	European Ancestry
SAME122894	NA20832	female	Toscani	EUR	European Ancestry
SAME123820	NA20797	female	Toscani	EUR	European Ancestry
