Biosample ID	Sample name	Sex	Population name	Superpopulation code	Superpopulation name
SAME124794	HG02154	female	Dai Chinese	EAS	East Asian Ancestry
SAME1840209	HG02979	female	Esan	AFR	African Ancestry
SAME1839473	HG03738	male	Tamil	SAS	South Asian Ancestry
SAME123874	HG02104	male	Peruvian	AMR	American Ancestry
SAME1840024	HG02981	male	Esan	AFR	African Ancestry
SAME1839248	HG03740	male	Tamil	SAS	South Asian Ancestry
SAME1839922	HG02111	female	African Caribbean	AFR	African Ancestry
SAME1839507	HG03054	male	Mende	AFR	African Ancestry
SAME1839195	HG03745	male	Tamil	SAS	South Asian Ancestry
SAME1839990	HG02116	male	Kinh Vietnamese	EAS	East Asian Ancestry
SAME1839314	HG03752	female	Tamil	SAS	South Asian Ancestry
SAME1839376	HG02231	male	Iberian	EUR	European Ancestry
SAME1839215	HG03061	female	Mende	AFR	African Ancestry
SAME1839089	HG03757	female	Tamil	SAS	South Asian Ancestry
SAME123520	HG02236	male	Iberian	EUR	European Ancestry
SAME1839893	HG03112	male	Esan	AFR	African Ancestry
SAME1839268	HG02250	male	Dai Chinese	EAS	East Asian Ancestry
SAME1839821	HG03117	female	Esan	AFR	African Ancestry
SAME1839775	HG04003	male	Tamil	SAS	South Asian Ancestry
SAME124207	HG02166	female	Dai Chinese	EAS	East Asian Ancestry
SAME1839877	HG03294	female	Esan	AFR	African Ancestry
SAME1839847	HG04015	male	Telugu	SAS	South Asian Ancestry
SAME1839691	HG04022	male	Telugu	SAS	South Asian Ancestry
SAME124414	HG02178	female	Dai Chinese	EAS	East Asian Ancestry
SAME123208	HG02180	female	Dai Chinese	EAS	East Asian Ancestry
SAME1839212	HG03911	male	Bengali	SAS	South Asian Ancestry
SAME123215	HG02185	female	Dai Chinese	EAS	East Asian Ancestry
SAME1840078	HG03369	female	Esan	AFR	African Ancestry
SAME1839316	HG03916	female	Bengali	SAS	South Asian Ancestry
SAME123475	HG02128	male	Kinh Vietnamese	EAS	East Asian Ancestry
SAME1839042	HG03928	female	Bengali	SAS	South Asian Ancestry
SAME1839904	HG02130	female	Kinh Vietnamese	EAS	East Asian Ancestry
SAME1839736	HG03376	male	Mende	AFR	African Ancestry
SAME1839872	HG02135	male	Kinh Vietnamese	EAS	East Asian Ancestry
SAME1839460	HG03225	male	Mende	AFR	African Ancestry
SAME125319	HG02058	male	Kinh Vietnamese	EAS	East Asian Ancestry
SAME1839282	HG03237	male	Punjabi	SAS	South Asian Ancestry
SAME1839898	HG03896	male	Tamil	SAS	South Asian Ancestry
SAME1839679	HG02060	female	Kinh Vietnamese	EAS	East Asian Ancestry
SAME123105	HG02072	female	Kinh Vietnamese	EAS	East Asian Ancestry
SAME1839524	HG03388	male	Mende	AFR	African Ancestry
SAME1839728	HG03973	female	Telugu	SAS	South Asian Ancestry
SAME1839777	HG02046	female	Kinh Vietnamese	EAS	East Asian Ancestry
SAME1839748	HG03978	male	Telugu	SAS	South Asian Ancestry
SAME1839543	HG02053	male	African Caribbean	AFR	African Ancestry
SAME1840093	HG03268	male	Esan	AFR	African Ancestry
SAME1839601	HG03985	male	Tamil	SAS	South Asian Ancestry
SAME1840194	HG03270	female	Esan	AFR	African Ancestry
SAME1840202	HG03872	male	Telugu	SAS	South Asian Ancestry
SAME1839579	HG02224	male	Iberian	EUR	European Ancestry
SAME1840005	HG03884	female	Tamil	SAS	South Asian Ancestry
SAME1839649	HG02229	female	Iberian	EUR	European Ancestry
SAME1840243	HG03352	male	Esan	AFR	African Ancestry
SAME1840301	HG03858	female	Tamil	SAS	South Asian Ancestry
SAME1840341	HG02445	male	African Caribbean	AFR	African Ancestry
SAME1839909	HG03193	male	Esan	AFR	African Ancestry
SAME1839506	HG04039	male	Tamil	SAS	South Asian Ancestry
SAME1839978	HG02464	male	Gambian Mandinka,Gambian	AFR	African Ancestry,Africa (SGDP)
SAME1839933	HG03198	female	Esan	AFR	African Ancestry
SAME1840378	HG03947	female	Tamil	SAS	South Asian Ancestry
SAME1839741	HG02471	female	African Caribbean	AFR	African Ancestry
SAME1839112	HG03162	female	Esan	AFR	African Ancestry
SAME124762	NA06985	female	CEPH	EUR	European Ancestry
SAME1839717	HG02476	female	African Caribbean	AFR	African Ancestry
SAME124930	NA06997	female	CEPH	EUR	European Ancestry
SAME1840306	HG02274	male	Peruvian	AMR	American Ancestry
SAME125336	NA07022	male	CEPH	EUR	European Ancestry
SAME1840362	HG02279	male	Peruvian	AMR	American Ancestry
SAME122863	NA07034	male	CEPH	EUR	European Ancestry
SAME1840094	HG02281	male	African Caribbean	AFR	African Ancestry
SAME1839325	HG04212	female	Telugu	SAS	South Asian Ancestry
SAME122912	HG02286	female	Peruvian	AMR	American Ancestry
SAME1839709	HG03624	male	Punjabi	SAS	South Asian Ancestry
SAME1839391	HG02318	female	African Caribbean	AFR	African Ancestry
SAME1839738	HG03629	male	Punjabi	SAS	South Asian Ancestry
SAME1839165	HG04229	male	Tamil	SAS	South Asian Ancestry
SAME1839521	HG02325	female	African Caribbean	AFR	African Ancestry
SAME1839855	HG03631	female	Punjabi	SAS	South Asian Ancestry
SAME1839315	HG02332	male	African Caribbean	AFR	African Ancestry
SAME1839911	HG03446	female	Mende	AFR	African Ancestry
SAME1839296	HG02337	female	African Caribbean	AFR	African Ancestry
SAME1839786	HG03458	female	Mende	AFR	African Ancestry
SAME1839511	HG04200	female	Telugu	SAS	South Asian Ancestry
SAME1839934	HG02293	female	Peruvian	AMR	American Ancestry
SAME1839908	HG03460	male	Mende	AFR	African Ancestry
SAME123568	NA07349	male	CEPH	EUR	European Ancestry
SAME1839913	HG02298	female	Peruvian	AMR	American Ancestry
SAME1839393	HG03484	male	Mende	AFR	African Ancestry
SAME124548	NA10830	male	CEPH	EUR	European Ancestry
SAME124280	HG02301	female	Peruvian	AMR	American Ancestry
SAME124547	NA10835	male	CEPH	EUR	European Ancestry
SAME1839337	HG02255	male	African Caribbean	AFR	African Ancestry
SAME1839264	HG03491	female	Punjabi	SAS	South Asian Ancestry
SAME1840399	HG04159	female	Bengali	SAS	South Asian Ancestry
SAME1839128	HG02262	male	Peruvian	AMR	American Ancestry
SAME1839878	HG03547	male	Mende	AFR	African Ancestry
SAME1840092	HG04161	male	Bengali	SAS	South Asian Ancestry
SAME1839654	HG03559	male	Mende	AFR	African Ancestry
SAME1839977	HG04173	male	Bengali	SAS	South Asian Ancestry
SAME1840244	HG02375	male	Dai Chinese	EAS	East Asian Ancestry
SAME1840025	HG02382	male	Dai Chinese	EAS	East Asian Ancestry
SAME1839998	HG02387	male	Dai Chinese	EAS	East Asian Ancestry
SAME1839182	HG03410	female	Mende	AFR	African Ancestry
SAME1840284	HG02351	male	Dai Chinese	EAS	East Asian Ancestry
SAME1840213	HG03439	male	Mende	AFR	African Ancestry
SAME1840261	HG02356	male	Dai Chinese	EAS	East Asian Ancestry
SAME1839245	HG03578	female	Mende	AFR	African Ancestry
SAME1840012	HG04180	female	Bengali	SAS	South Asian Ancestry
SAME1840379	HG02363	male	Dai Chinese	EAS	East Asian Ancestry
SAME1839293	HG03585	male	Bengali	SAS	South Asian Ancestry
SAME1839756	HG04185	male	Bengali	SAS	South Asian Ancestry
SAME1839464	HG02407	male	Dai Chinese	EAS	East Asian Ancestry
SAME1839244	HG02419	female	African Caribbean	AFR	African Ancestry
SAME1839678	HG03472	male	Mende	AFR	African Ancestry
SAME1839175	HG02433	male	African Caribbean	AFR	African Ancestry
SAME1839126	HG04060	male	Telugu	SAS	South Asian Ancestry
SAME123305	HG02394	male	Dai Chinese	EAS	East Asian Ancestry
SAME1840215	HG03600	male	Bengali	SAS	South Asian Ancestry
SAME1840054	HG04096	male	Telugu	SAS	South Asian Ancestry
SAME1839842	HG02399	male	Dai Chinese	EAS	East Asian Ancestry
SAME124466	NA12761	female	CEPH	EUR	European Ancestry
SAME1839412	HG02402	male	Dai Chinese	EAS	East Asian Ancestry
SAME1840131	HG03511	female	Esan	AFR	African Ancestry
SAME124471	NA12766	male	CEPH	EUR	European Ancestry
SAME1839530	HG02654	male	Punjabi	SAS	South Asian Ancestry
SAME124249	NA12778	female	CEPH	EUR	European Ancestry
SAME1839590	HG02659	female	Punjabi	SAS	South Asian Ancestry
SAME1840372	HG03693	male	Tamil	SAS	South Asian Ancestry
SAME123023	NA12812	male	CEPH	EUR	European Ancestry
SAME1839667	HG02661	female	Punjabi	SAS	South Asian Ancestry
SAME1840145	HG03698	female	Tamil	SAS	South Asian Ancestry
SAME123020	NA12817	male	CEPH	EUR	European Ancestry
SAME1839386	HG02666	male	Gambian Mandinka	AFR	African Ancestry
SAME125156	NA12343	female	CEPH	EUR	European Ancestry
SAME1840238	HG02628	male	Gambian Mandinka	AFR	African Ancestry
SAME1839758	HG03706	female	Punjabi	SAS	South Asian Ancestry
SAME125163	NA12348	female	CEPH	EUR	European Ancestry
SAME1839265	HG03744	male	Tamil	SAS	South Asian Ancestry
SAME124386	NA12386	female	CEPH	EUR	European Ancestry
SAME1840023	HG02635	female	Gambian Mandinka	AFR	African Ancestry
SAME1839080	HG03756	female	Tamil	SAS	South Asian Ancestry
SAME124055	NA12413	male	CEPH	EUR	European Ancestry
SAME1839792	HG02642	male	Gambian Mandinka	AFR	African Ancestry
SAME123912	NA12716	male	CEPH	EUR	European Ancestry
SAME1839055	HG03679	male	Tamil	SAS	South Asian Ancestry
SAME125075	NA12829	male	CEPH	EUR	European Ancestry
SAME1840282	HG02604	female	Punjabi	SAS	South Asian Ancestry
SAME1840321	HG03681	male	Tamil	SAS	South Asian Ancestry
SAME123541	NA12843	female	CEPH	EUR	European Ancestry
SAME1840401	HG02611	female	Gambian Mandinka	AFR	African Ancestry
SAME1840335	HG03686	male	Tamil	SAS	South Asian Ancestry
SAME123389	NA12874	male	CEPH	EUR	European Ancestry
SAME1840182	HG02623	male	Gambian Mandinka	AFR	African Ancestry
SAME1840388	HG03770	female	Telugu	SAS	South Asian Ancestry
SAME124100	NA18485	male	Yoruba	AFR	African Ancestry
SAME1839477	HG02678	male	Gambian Mandinka	AFR	African Ancestry
SAME1840413	HG03775	male	Telugu	SAS	South Asian Ancestry
SAME124277	NA18497	male	Yoruba	AFR	African Ancestry
SAME1840119	HG03782	female	Telugu	SAS	South Asian Ancestry
SAME123386	NA18500	male	Yoruba	AFR	African Ancestry
SAME1839286	HG02685	female	Punjabi	SAS	South Asian Ancestry
SAME1839807	HG03713	male	Telugu	SAS	South Asian Ancestry
SAME125062	NA18505	female	Yoruba	AFR	African Ancestry
SAME1839834	HG03718	male	Telugu	SAS	South Asian Ancestry
SAME124883	NA18517	female	Yoruba	AFR	African Ancestry
SAME1839642	HG02577	female	African Caribbean	AFR	African Ancestry
SAME1839562	HG03720	male	Telugu	SAS	South Asian Ancestry
SAME124158	NA12146	male	CEPH	EUR	European Ancestry
SAME1839586	HG03636	male	Punjabi	SAS	South Asian Ancestry
SAME123256	NA12273	female	CEPH	EUR	European Ancestry
SAME1839334	HG02508	female	African Caribbean	AFR	African Ancestry
SAME1839633	HG03643	female	Tamil	SAS	South Asian Ancestry
SAME123531	NA12329	female	CEPH	EUR	European Ancestry
SAME1840326	HG02522	female	Kinh Vietnamese	EAS	East Asian Ancestry
SAME1840224	HG03787	female	Telugu	SAS	South Asian Ancestry
SAME125068	NA12336	female	CEPH	EUR	European Ancestry
SAME1840214	HG02541	male	African Caribbean	AFR	African Ancestry
SAME124937	NA10859	female	CEPH	EUR	European Ancestry
SAME1839932	HG02546	female	African Caribbean	AFR	African Ancestry
SAME125130	NA10861	female	CEPH	EUR	European Ancestry
SAME1840057	HG02558	female	African Caribbean	AFR	African Ancestry
SAME1839331	HG03667	male	Punjabi	SAS	South Asian Ancestry
SAME125139	NA11840	female	CEPH	EUR	European Ancestry
SAME1839401	HG02589	female	Gambian Mandinka	AFR	African Ancestry
